Identifiant;Identifiant CTV;Code postal de l'arrondissement;Numéro de STV;Typologie;Maitre d'ouvrage;Objet;Description;Voie(s);Précisions de localisation;Date de début;Date de fin;Impact sur la circulation;Détail de l'impact sur la circulation;Niveau de perturbation;Statut;URL LettreInfoChantier;geo_shape;geo_point_2d
CP002457;775684;75016;13;1;Mission Vélo;REAMENAGEMENT_VOIRIE;Création d'une piste cyclable;Porte de Saint-Cloud;Piste circulaire autours de la place de Saint Cloud;2023-02-07;2023-05-26;RESTREINTE;Circulation restreinte sur le place et le voies autours;2;2;;"{""coordinates"": [[[2.2562302784876085, 48.83837675840872], [2.256771526650281, 48.838648660808516], [2.2571548147531, 48.83858659247263], [2.2574811528707985, 48.83852417031005], [2.257753601630669, 48.83824658088288], [2.257862955678351, 48.83799483346156], [2.2578594854693663, 48.83766719541778], [2.25768333644945, 48.8374673843634], [2.2572863887167167, 48.83734676294927], [2.256896122521091, 48.83732822763866], [2.256569408199834, 48.837417500367316], [2.2562235871225087, 48.837705371453495], [2.2561440841257823, 48.83814527985861], [2.2561356416441516, 48.83816671074464], [2.2562302784876085, 48.83837675840872]]], ""type"": ""Polygon""}";48.83797172875915, 2.2570095869658213
CP000753;;75013;14;2;SNCF;TRAVAUX_OUVRAGE;Couverture des voies SNCF;Av de France;côté voies SNCF entre rue Julie Daubié et rue Nicole Rein-Lepaute.;2018-07-23;2023-11-30;RESTREINTE;Les deux sens de circulations sont reportés côté pair de l'avenue.;2;2;;"{""coordinates"": [[[2.379871709032514, 48.827142370906685], [2.3811746477660307, 48.82571180087149], [2.3804182115733226, 48.82548285012793], [2.378668913394301, 48.82665533943943], [2.379871709032514, 48.827142370906685]]], ""type"": ""Polygon""}";48.82630766425324, 2.3799694728731717
CP001546;119570;75014;12;3;Promobat;CONSTRUCTION_IMMEUBLE;;Avenue du Général Leclerc;n°42;2019-10-28;2023-01-10;RESTREINTE;Neutralisation du couloir de bus, maintien d'une file de circulation au droit de l'emprise.;2;2;;"{""coordinates"": [[[2.3294640969715927, 48.831138916191286], [2.3295061481742705, 48.831120115795386], [2.32950482330336, 48.83111106516368], [2.3295983109360345, 48.831072564498655], [2.329537970904364, 48.83099988601332], [2.3293924085734785, 48.83105189734956], [2.3294640969715927, 48.831138916191286]]], ""type"": ""Polygon""}";48.831066056413306, 2.3294951585339794
CP001741;350656;75020;10;2;RATP;TRAVAUX_OUVRAGE;Aménagement de la sortie de la station Pyrénées.;389-401 rue des Pyrénées;entre les rues de Belleville et de la Mare;2020-09-21;2022-09-30;RESTREINTE;Maintien d'une file par sens.;2;2;;"{""coordinates"": [[[2.387550404515506, 48.87381481298314], [2.387547160939511, 48.873783863795396], [2.385372604346881, 48.87388336408119], [2.3854498901257584, 48.873906365648196], [2.387550404515506, 48.87381481298314]]], ""type"": ""Polygon""}";48.873845733646476, 2.386508603878204
CP002336;;75020;10;1;STV N-E;REAMENAGEMENT_VOIRIE;Modification des oreilles du carrefour;CF rues Menilmontant / Pyrennées;"116 à 118 rue Menilmontant
268 à 274 rue des Pyrennées";2022-06-20;2022-08-26;RESTREINTE;Emprise sur chaque oreille (en 3 phases);2;2;http://xdir-CGPub-prd.ressources.paris.mdp/PdfEtImages/ChantiersPerturbants/Pdf/LAR STVNE Pyrénées - Ménilmontant.pdf;"{""coordinates"": [[[2.394290054137252, 48.87006785055296], [2.3944384378254258, 48.87008716185601], [2.394531574743592, 48.870018626936684], [2.3945598453023695, 48.87000687261668], [2.394605380027025, 48.86999948825074], [2.394642151998166, 48.87000110237798], [2.3946933276796996, 48.86994282517729], [2.3946588795037482, 48.86992742249921], [2.3946468484821164, 48.8699073738988], [2.394649212322388, 48.86989025349291], [2.39467923472841, 48.869851857064155], [2.3945335549596187, 48.86984826484513], [2.3944883653323425, 48.86988801175779], [2.394424631037502, 48.86990958097054], [2.3943567414308924, 48.86991637640713], [2.394271445561936, 48.86999304040967], [2.394297182033323, 48.87001315840287], [2.3943055893313843, 48.87003461594679], [2.3942900596690593, 48.87006737483197], [2.394290054137252, 48.87006785055296]]], ""type"": ""Polygon""}";48.869966144236315, 2.3944811045708643
CP002416;;75017;9;1;SPL Pariseine;REAMENAGEMENT_SECTEUR;Aménagement de la Place Maillot- Axe Majeur;Porte Maillot;;2021-11-02;2023-12-29;RESTREINTE;Modification des circulations en fonction des phases.;1;2;http://xdir-CGPub-prd.ressources.paris.mdp/PdfEtImages/ChantiersPerturbants/Pdf/2209 Maillot Lettre RV A4 Phase Est.pdf;"{""coordinates"": [[[[2.284355995160786, 48.877935167436355], [2.2828091809227264, 48.87652956548127], [2.2801119791116844, 48.876885770870985], [2.2791070964259608, 48.87733085058165], [2.2815962177617553, 48.879465356102905], [2.2843857238288496, 48.87793534515124], [2.284355995160786, 48.877935167436355]], [[2.2843531579510836, 48.87793515047544], [2.284355995160786, 48.877935167436355], [2.2843639675373826, 48.87794241161773], [2.2843531579510836, 48.87793515047544]]]], ""type"": ""MultiPolygon""}";48.87780840551151, 2.281794161551882
CP002420;738312;75008;9;1;DVD - SAGP -ACO;REAMENAGEMENT_VOIRIE;Aménagement de refuges piétons;Avenue des Champs Elysées;De la place de l'étoile à la place Clémenceau (Ph1) puis à la place de la Concorde (Ph2);2022-11-03;2023-04-14;RESTREINTE;Suppression d'une file de circulation de chaque côté à chaque phase;2;2;;"{""coordinates"": [[[2.3200538727455706, 48.865874721048435], [2.3200020390980693, 48.865793902649216], [2.3091056744565157, 48.86925572789205], [2.3091534995198972, 48.86933115860774], [2.3200538727455706, 48.865874721048435]]], ""type"": ""Polygon""}";48.867543441256416, 2.314643159291045
CP002435;685736;75005;12;2;Fraicheur de Paris;CREATION_RESEAUX;Raccordement réseaux froid;Rue du Faubourg saint Honoré;250 à 254 rue du Faubourg St Honoré & 2 rue Daru;2023-01-16;2023-07-14;SENS_UNIQUE;Mise en sens unique de Fbg St Honoré depuis Hoche vers Ternes;2;2;;"{""coordinates"": [[[2.3014705265293482, 48.87670092592782], [2.3014054594521807, 48.876697862601326], [2.300451842584629, 48.8771056428603], [2.3004102515814733, 48.8771725013287], [2.300604050177666, 48.87728636502574], [2.300636890392786, 48.877265084258916], [2.3004591874613234, 48.87716473551341], [2.30048010979288, 48.87712191251356], [2.3014705265293482, 48.87670092592782]]], ""type"": ""Polygon""}";48.876977211972395, 2.3008487919852403
CP001516;111117;75004;11;1;DCPA;REHABILITATION_IMMEUBLE;Réhabilitation du Théâtre de la Ville;Av Victoria;entre la rue Adolphe Adam et la place du Châtelet.;2019-10-12;2023-03-31;RESTREINTE;Maintien de 2 files de circulation.;1;4;;"{""coordinates"": [[[2.348194904588667, 48.85758814300805], [2.3485386128620815, 48.85749840321287], [2.3485077415143567, 48.85744033853477], [2.348163959147377, 48.857536027046024], [2.348194904588667, 48.85758814300805]]], ""type"": ""Polygon""}";48.857514966182336, 2.3483539599151326
CP002413;714800;75014;12;1;DVD - SEP;ENTRETIEN_RESEAU;Renouvellement réseaux éclairage public;Boulevard Raspail;Entre le 201 et 297 bd Raspail;2022-11-21;2023-06-30;RESTREINTE;"Voie bus neutralisée
Traversées de chaussée phasée et circulée";2;2;http://xdir-CGPub-prd.ressources.paris.mdp/PdfEtImages/ChantiersPerturbants/Pdf/LAR Raspail EP.pdf;"{""coordinates"": [[[[2.3297817754062056, 48.84161186932796], [2.3298176054707747, 48.8416199781852], [2.329907103412853, 48.84138847113521], [2.329905637414619, 48.84136228778727], [2.3304525679984827, 48.839899530041016], [2.3304838043676033, 48.83985330384561], [2.3306965743941, 48.83928577442719], [2.3309273018064354, 48.83886350003893], [2.330937091036319, 48.83866247958403], [2.332208694204794, 48.835216808136096], [2.3323477618543516, 48.83505339272537], [2.33238496429471, 48.834963175874755], [2.3322842551717358, 48.83494595647142], [2.3297817754062056, 48.84161186932796]]], [[[2.3297816653539996, 48.84161216280386], [2.3297817754062056, 48.84161186932796], [2.3297809507385074, 48.84161168303586], [2.3297816653539996, 48.84161216280386]]]], ""type"": ""MultiPolygon""}";48.83821271885419, 2.3310823821193827
CP002456;808939;75010;11;1;STV centre 10e;REFECTION_CHAUSSEE;Travaux sur chaussée suite à un affaissement;Rue La Fayette;Au n° 206 à l'angle rue du Faubourg saint Martin;2023-02-20;2023-02-22;RESTREINTE;En pleine voie sur chaussée et dans le carrefour;1;2;;"{""coordinates"": [[[2.3660744140928442, 48.88177167498002], [2.3661104026904405, 48.88177900440951], [2.3661092069760348, 48.8817290286381], [2.366074978863974, 48.881725278867336], [2.3660744140928442, 48.88177167498002]]], ""type"": ""Polygon""}";48.881751477268644, 2.366092452644727
CP002465;811758;75010;11;2;RATPP;TRAVAUX_OUVRAGE;Enduit de réfection du tunnel de la ligne 5;rue Faubourg Saint Martin;Entre place du 8 mai 1945 et l'intersection rue des Récollets;2023-03-20;2023-07-01;RESTREINTE;Barrage depuis la place 8 mai 1945 à l'intersection Récollets;2;2;;"{""coordinates"": [[[2.3599166802359934, 48.8756619026542], [2.3600001126806665, 48.87562427719542], [2.3600237055527087, 48.875612506026506], [2.359527666650532, 48.87532074382184], [2.359415844931466, 48.87532014548573], [2.35929027190012, 48.87541108423074], [2.3593358773243764, 48.875516026219536], [2.359538390670079, 48.87547546886788], [2.359552862727227, 48.87547197683465], [2.359563743392882, 48.87546727576531], [2.3595655603500147, 48.87546609566566], [2.3599166802359934, 48.8756619026542]]], ""type"": ""Polygon""}";48.87546988118985, 2.359616309959596
CP002479;;75006;12;1;STV;REAMENAGEMENT_VOIRIE;Travaux d'accessibilité des arrêts de BUS de la RATP;Rue d'Assas;entre les rues Guynemer et Vaugirard;2023-04-24;2023-05-05;SENS_UNIQUE;mise à sens unique de la rue d'Assas, maintien de la piste cyclable à contre sens, entre les rues Guynemer et Vaugirard.;2;2;;"{""coordinates"": [[[2.329541327206981, 48.847760271370916], [2.329671242366135, 48.847782481462055], [2.332219644101384, 48.84513824776904], [2.3321386229599548, 48.845110941432914], [2.329541327206981, 48.847760271370916]]], ""type"": ""Polygon""}";48.846522793970244, 2.330819935300397
CP001892;223273;75014;12;3;RIVP;REHABILITATION_IMMEUBLE;Démolition et Reconstruction;Rue Emile Dubois;Au N°1;2021-04-06;2023-04-30;RESTREINTE;"Circulation inchangée. Neutralisation du trottoir impair et du Stationnement
Renvoi piétons en vis- à -vis.";2;2;;"{""coordinates"": [[[2.3377336295555464, 48.831408352389694], [2.3377108047876747, 48.831407912119026], [2.337706211851141, 48.83142898417378], [2.3377026725689585, 48.83144260896007], [2.3377049638370417, 48.831452801648986], [2.3373252218331237, 48.83154566838706], [2.337350258366161, 48.83156191217227], [2.3374571589641793, 48.83153566262489], [2.3374800309400974, 48.831547506352386], [2.3375644289104276, 48.83152386345128], [2.3376476242143083, 48.83150116176915], [2.337810319444369, 48.83146192365722], [2.337783480841688, 48.8314183092696], [2.337762661485209, 48.83141153054027], [2.3377336295555464, 48.831408352389694]]], ""type"": ""Polygon""}";48.83148812314755, 2.3376087438423045
CP002361;;75009;11;3;Paris Opéra SNC;REHABILITATION_IMMEUBLE;Emprises sur chaussée et trottoir;Rue Meyerbeer;"Emprise 1: entre les n° 2 et 4 rue Meyerbeer
Emprise 2: du 11 et 13 rue de la chaussée d'Antin";2022-08-01;2024-03-31;RESTREINTE;;2;2;;"{""coordinates"": [[[2.333193302308155, 48.87208841257584], [2.3335014583488936, 48.87191118975601], [2.3335014644360723, 48.871910714038776], [2.3334401677996857, 48.871852313088226], [2.3331290785457, 48.87203332632544], [2.333193302308155, 48.87208841257584]]], ""type"": ""Polygon""}";48.87197086827153, 2.3333165914808944
CP002277;602253;75017;9;3;ICF HABITAT;CONSTRUCTION_IMMEUBLE;Zone de livraison (injections carrières) sur trottoir, stationnement et une partie de la chaussée;Stationnement;Entre le 33 et 31 rue Boulay;2022-05-02;2024-06-30;RESTREINTE;3,50 ml restante sur la chaussée circulée;2;2;http://xdir-CGPub-prd.ressources.paris.mdp/PdfEtImages/ChantiersPerturbants/Pdf/ECH_Paris 17 Rue Boulay_PIC_0.pdf;"{""coordinates"": [[[2.317913944020688, 48.89446123122862], [2.3177632035100344, 48.89426049785855], [2.317714270952456, 48.894276875451666], [2.317879117382793, 48.89450267333841], [2.317913912847735, 48.894463610661276], [2.317913944020688, 48.89446123122862]]], ""type"": ""Polygon""}";48.894377125012994, 2.3178184331706797
CP002452;802365;75013;14;1;STV;REAMENAGEMENT_VOIRIE;Sécurisation Piste cyclable;avenue de la porte d'Italie;Au CF bd Général DEGAULLE/ échangeur avenue porte d'Italie;2023-02-20;2023-04-07;RESTREINTE;"Maintien de 2 voies de circulation (6,00m)
Barrage de la voie vers rue Jacques Destrée";2;2;http://xdir-CGPub-prd.ressources.paris.mdp/PdfEtImages/ChantiersPerturbants/Pdf/LAR Porte d'Italie v2.pdf;"{""coordinates"": [[[2.359906694043826, 48.81634167799247], [2.3600492072572035, 48.81632096718895], [2.360160048519158, 48.81590013920661], [2.3598426766731015, 48.81592796624018], [2.359929519880442, 48.816137800358916], [2.3599392739946463, 48.81633648398897], [2.359906694043826, 48.81634167799247]]], ""type"": ""Polygon""}";48.81608360426352, 2.3600068445165303
CP002472;811721;75019;10;1;DVD - STV - 19e;REAMENAGEMENT_VOIRIE;Réaménagement rue de Meaux avec nivellement;Rue de Meaux;Entre la place du Colonel Fabien à l'avenue Secrétan;2023-03-06;2023-08-31;BARRAGE_TOTAL;Fermeture définitive du tronçon de la place du Colonel Fabien à rue des Chaufourniers;2;2;;"{""coordinates"": [[[2.370711480990899, 48.87846532359188], [2.372079486263375, 48.879901387226276], [2.372079514942021, 48.87989900864778], [2.372660252320077, 48.880506441694365], [2.3727104569810327, 48.88053168904218], [2.3728474256917838, 48.8808417391695], [2.3728398949865706, 48.88086787380675], [2.373099607707904, 48.88117142849845], [2.3731225413970036, 48.88121437913987], [2.373120508384716, 48.881233403696854], [2.3732329872571434, 48.88118045463358], [2.373177314139816, 48.881159937244455], [2.372912748051616, 48.8808099581891], [2.3727960357248445, 48.88046551146336], [2.372634388421438, 48.880257649526655], [2.372400849098611, 48.880027995616246], [2.3715413804275998, 48.87920018568226], [2.371266983235055, 48.87891915543832], [2.3707486466208105, 48.87837509834036], [2.370679229641997, 48.878447307717764], [2.370711480990899, 48.87846532359188]]], ""type"": ""Polygon""}";48.87979360296205, 2.3720342212369165
CP002492;821648;75012;14;2;Fraicheur de Paris;CREATION_RESEAUX;Alimentation en froid de l'Opéra bastille. Phase 4A;Rue de Lyon;des N°120 aux N° 138;2023-05-15;2023-07-28;RESTREINTE;Dévoiement du couloir de BUS;2;2;;"{""coordinates"": [[[2.3699775826827563, 48.851481140273606], [2.369903410447399, 48.85150216600122], [2.3698290267829276, 48.851689758047705], [2.3698516282790623, 48.851758884475665], [2.3699506081955866, 48.85177368295658], [2.37007292625265, 48.8514982992019], [2.3699775826827563, 48.851481140273606]]], ""type"": ""Polygon""}";48.851620856598466, 2.369940681607987
CP002508;821142;75017;9;2;PP - DILT - DPV;CREATION_RESEAUX;Pose d'une caméra PP;Avenue  de la Grande Armée;Sur l'îlot au droit du n° 36;2023-07-17;2023-07-28;RESTREINTE;"Phase 1: Neutralisation voie Bus + P. Cyclable
Phase 2: Neutralisation 2 voies de gauche";2;2;;"{""coordinates"": [[[2.2892647253789393, 48.87575900263291], [2.2891947722609265, 48.87565103319531], [2.2891737986554364, 48.87565471646837], [2.2892515318360434, 48.87577415375188], [2.2892647253789393, 48.87575900263291]]], ""type"": ""Polygon""}";48.87570967082331, 2.289220973585457
CP000938;;75008;9;2;SNCF;CREATION_RESEAUX;Installation d'une base vie, pour les travaux Eole .;avenue Friedland;En vis à vis du n°15 au n° 19;2019-01-08;2022-12-31;RESTREINTE;Report de la circulation générale dans la contre-allée. Mise à sens unique de la rue Beaujon depuis la rue Balzac vers et jusqu'à l'avenue Friedland.;1;2;;"{""coordinates"": [[[2.3022762415128253, 48.87455169151426], [2.3028057592928275, 48.87461198924992], [2.303134645957697, 48.87456474363321], [2.302375006497757, 48.87446906007543], [2.3022762415128253, 48.87455169151426]]], ""type"": ""Polygon""}";48.87454675024232, 2.3026503044556415
CP001192;;75017;9;1;Ville de Paris;TRAVAUX_TRAMWAY;;T3O;;2019-03-20;2023-12-29;RESTREINTE;Modification des files de circulation selon le phasage;1;2;;"{""coordinates"": [[[2.30164634589797, 48.88918785517971], [2.3020245439523412, 48.888921535801586], [2.297962325470283, 48.886985891075085], [2.2953645325808596, 48.88758286844559], [2.2863984429994493, 48.88221295483762], [2.2853784767495124, 48.88058496880667], [2.284654336512058, 48.87876540019331], [2.284275779705355, 48.877871625222724], [2.2843141029186196, 48.87745295132455], [2.283783254682631, 48.87697716734359], [2.283332206996042, 48.8766200113347], [2.2825646886886917, 48.87677653101243], [2.283697113254913, 48.87732036755266], [2.2851786434888846, 48.88090600775047], [2.2854410355522234, 48.881960199260575], [2.288283645261082, 48.88369570075372], [2.2918358609980563, 48.885961639742725], [2.2936121562790905, 48.8870891980241], [2.295504570166138, 48.88806703716328], [2.2962583975352406, 48.887727758307584], [2.297157776301591, 48.88746451593359], [2.2976302257948547, 48.88745654754251], [2.2980859548855954, 48.887480701412116], [2.30164634589797, 48.88918785517971]]], ""type"": ""Polygon""}";48.8844084716434, 2.29153465568275
CP001831;292272;75002;11;3;Opéra Immo;REHABILITATION_IMMEUBLE;Création d'un hôtel 5 étoiles;rue du quatre Septembre;n°17;2021-01-04;2023-06-17;RESTREINTE;neutralisation du couloir bus.;2;2;;"{""coordinates"": [[[2.3364502998384586, 48.869509161795854], [2.3364635930042508, 48.869541596518545], [2.3365000914452674, 48.86956464213821], [2.336659206491892, 48.86953268728373], [2.3366864172512876, 48.869491909921386], [2.336728067899782, 48.86945026196589], [2.3366957157231103, 48.86944151644866], [2.33667088046339, 48.8694656493637], [2.3364502998384586, 48.869509161795854]]], ""type"": ""Polygon""}";48.86951125943926, 2.3365829207714395
CP001872;215168;75010;11;3;SNCF;REHABILITATION_IMMEUBLE;Aire de déchargement;rue La Fayette;du 168 au 174;2021-03-15;2023-12-29;RESTREINTE;neutralisation d'une voie de circulation;2;2;;"{""coordinates"": [[[2.358952872112341, 48.879756493159775], [2.3589676960747052, 48.87978322333163], [2.359676840200637, 48.87996976253706], [2.359709142625614, 48.87992472501219], [2.358962567558234, 48.87973084667135], [2.358952872112341, 48.879756493159775]]], ""type"": ""Polygon""}";48.8798518764629, 2.3593288626142024
CP001995;381285;75010;11;3;;CONSTRUCTION_IMMEUBLE;Démolition + Construction de bâtiment;Rue Tesson;Au N°9;2021-07-05;2022-10-30;RESTREINTE;Maintien de 4m de circulation, dont le contre sens cyclable;2;3;;"{""coordinates"": [[[2.3713789469217335, 48.87111032065327], [2.37137654765135, 48.87111030805281], [2.371550235356121, 48.87116515157505], [2.371579502058337, 48.87113120684756], [2.3714118195652034, 48.871076383210834], [2.3713789469217335, 48.87111032065327]]], ""type"": ""Polygon""}";48.87112075966794, 2.3714793286840536
CP002426;741483;75005;12;3;Hôtel Océanik;REHABILITATION_IMMEUBLE;Réhabilitation de l'hôtel Océanik;Rue Saint Jacques;Emprise sur trottoir et chaussée au n° 29 avec passage en lice pour piétons;2023-01-03;2023-12-29;RESTREINTE;Arrêt bus déplacé au n° 33 rue Gay Lussac;2;2;;"{""coordinates"": [[[2.3421970806740724, 48.844352963774064], [2.3421964079676645, 48.84429204268727], [2.3421460878132287, 48.84427986832797], [2.3421071238832254, 48.84428203377203], [2.342090866344124, 48.844313354585864], [2.3420859095728552, 48.84436329767945], [2.3421970806740724, 48.844352963774064]]], ""type"": ""Polygon""}";48.84432206161385, 2.342142203688718
CP002170;446542;75009;11;3;SAS 59-61 La Fayette;REHABILITATION_IMMEUBLE;;Rue Cadet;entre les rues La Fayette et Lamartine.;2021-10-25;2023-09-29;RESTREINTE;Maintien d'une file de 3,5m.;2;2;http://xdir-CGPub-prd.ressources.paris.mdp/PdfEtImages/ChantiersPerturbants/Pdf/Lafayette PC Phase 2.pdf;"{""coordinates"": [[[2.3441326883012312, 48.87649038660424], [2.3441760049058447, 48.87648824427787], [2.3442200268941487, 48.87643018779931], [2.3442364986909854, 48.87641124179128], [2.3439069820109206, 48.87607987548709], [2.343860103280735, 48.8760784287256], [2.343798676324305, 48.876086420771806], [2.344162190688342, 48.87643938862382], [2.344167347181952, 48.87645964293588], [2.3441326883012312, 48.87649038660424]]], ""type"": ""Polygon""}";48.87626332246409, 2.344031769788301
CP002418;744580 + 816042;75018;9;1;SAGP - ACO;REAMENAGEMENT_VOIRIE;Désamiantage chaussée + travaux SLT;Rue Marc Dormoy;Entre le n° 52 et 76 rue Marc Dormoy + 2 rue Chapelle;2022-11-17;2023-05-03;RESTREINTE;"Plusieurs neutralisations de files de circulation pendant les 5 phases avec fermetures de rue Riquet (nuit du 14 au 15/12) et rue Ordener  (nuit du 15 au 16/12).
Impacts sur CR M. Dormoy & Chapelle/ Riquet/Ordener";1;2;http://xdir-CGPub-prd.ressources.paris.mdp/PdfEtImages/ChantiersPerturbants/Pdf/Marx Dormoy - Chapelle Sud - piste cyclable RV V4.pdf;"{""coordinates"": [[[[2.36004444557715, 48.88994314160685], [2.360045980328585, 48.88994365792689], [2.3599565514189615, 48.88814022594025], [2.3597655306688217, 48.88812254921516], [2.359824118075345, 48.889667136037545], [2.3597892415990867, 48.88971572887863], [2.3597983494329644, 48.89014883951784], [2.359776739624316, 48.89043901825321], [2.3600275097952665, 48.89044035876598], [2.3600346756938557, 48.89029762954955], [2.3600763991574554, 48.890132479614785], [2.3600745510926546, 48.89013603915187], [2.36004444557715, 48.88994314160685]]], [[[2.360045980328585, 48.88994365792689], [2.360046191280073, 48.88994791015541], [2.3600480393401346, 48.88994435061817], [2.360045980328585, 48.88994365792689]]]], ""type"": ""MultiPolygon""}";48.88935864284029, 2.3599045011784483
CP002476;810335;75016;13;1;RIVP;CONSTRUCTION_IMMEUBLE;Démolition et construction d'un immeuble;Rue du Docteur Blanche;Entre la rue Henri Heine et la rue l'Yvette;2023-03-27;2026-07-06;SENS_UNIQUE;Mise à sens unique de la rue du Docteur Blanche de la rue Henri Heine à la rue l'Yvette;2;2;;"{""coordinates"": [[[2.2648918367875766, 48.85302756673264], [2.2647940376200815, 48.853040386135724], [2.265029036597828, 48.85339345455321], [2.2650001497441274, 48.85342280228196], [2.2653026287123583, 48.85389438693988], [2.2654659198395364, 48.85385244312589], [2.2653665867321973, 48.853685415332926], [2.2653098739999864, 48.85366896224455], [2.2648918367875766, 48.85302756673264]]], ""type"": ""Polygon""}";48.853511249016364, 2.2651448557210956
CP002511;;75008;9;2;;RACCORDEMENT_RESEAU;Raccordement client;avenue Hoche;du 9 au 14;2023-06-26;2023-08-18;RESTREINTE;"Travaux par phases.
Maintien d'une voie dans chaque sens.";2;2;;"{""coordinates"": [[[2.30366442494139, 48.877183026074995], [2.3034563567009743, 48.87709567689248], [2.3032798687054346, 48.87739827484054], [2.3034521774299086, 48.87746209727839], [2.303663703718136, 48.877183021879766], [2.30366442494139, 48.877183026074995]]], ""type"": ""Polygon""}";48.877279430502405, 2.3034660863257583
CP000972;;75008;9;2;SNCF EOLE;TRAVAUX_OUVRAGE;Création d'un puits de service.;avenue de Friedland;entre la rue Berryer et la rue Beaujon;2019-01-08;2022-12-30;RESTREINTE;Maintien d'une file de circulation  en direction de la place de l'Etoile , la circulation générale est déviée dans la contre-allée à partir de la rue Lamennais;1;2;;"{""coordinates"": [[[2.304422803720147, 48.87491931126261], [2.304459185606732, 48.87489620365206], [2.3044738232266613, 48.874880584410775], [2.3044727940243783, 48.87474161495838], [2.303399433909941, 48.87461925331769], [2.3032784080788256, 48.874605699179945], [2.303255264600917, 48.87460984803744], [2.3032341651065726, 48.87462304986576], [2.3032224069263725, 48.874639162372354], [2.303222184112559, 48.87465581777475], [2.303278015299301, 48.874688979490756], [2.303324449258401, 48.87472351554153], [2.303335161626826, 48.874731667460274], [2.3034293639700065, 48.874808835933436], [2.304422803720147, 48.87491931126261]]], ""type"": ""Polygon""}";48.8747634951109, 2.3038824253010715
CP001672;;75001;11;3;LOUVRE-SAINT HONORE;REHABILITATION_IMMEUBLE;;rue Saint Honoré;n°151;2020-07-06;2024-10-30;RESTREINTE;neutralisation du couloir de bus;2;2;;"{""coordinates"": [[[2.3388274498473205, 48.86221882650665], [2.338848724880162, 48.86224749833803], [2.3388935462438627, 48.86226797228002], [2.3392047843317134, 48.8621828384879], [2.3392214660625634, 48.862147237277505], [2.3391820996122763, 48.86212322496458], [2.3388274498473205, 48.86221882650665]]], ""type"": ""Polygon""}";48.86219684259486, 2.3390296759890656
CP001764;;75008;9;3;AVRIL;REHABILITATION_IMMEUBLE;Rénovation complète et extension;11/13 rue de Monceau;;2020-11-30;2023-01-31;RESTREINTE;"Maintien de 4m de circulation
Maintien du contre sens cyclable";2;2;;"{""coordinates"": [[[2.306993062665562, 48.87579099688083], [2.3070331160845607, 48.875763150457324], [2.306790957047798, 48.8755809054974], [2.3067487210266386, 48.875610167356626], [2.306993062665562, 48.87579099688083]]], ""type"": ""Polygon""}";48.87568552856546, 2.3068904218853814
CP001838;;75008;9;3;DIOR;REHABILITATION_IMMEUBLE;Curage du 11/02/21 au 30/06/21;rue Vernet;entre Bassano et Galilée;2021-02-11;2023-03-31;;;;2;;"{""coordinates"": [[[2.2988730194839535, 48.87180408982155], [2.2999616525460276, 48.8714559131055], [2.2999407948877977, 48.87139749292987], [2.298815901081782, 48.87175973414693], [2.2988730194839535, 48.87180408982155]]], ""type"": ""Polygon""}";48.871603037289425, 2.299401233940519
CP002174;;75018;9;3;WO2 Spie Batignolles;REHABILITATION_IMMEUBLE;Emprises pour réhabilitation  aux 94 et 108 rue des Poissonniers. travaux préparatoires dés le 09/11;Rue des poissonniers;94  et 108;2021-11-18;2023-11-30;SENS_UNIQUE;Mise à sens unique de la rue des Poissonniers de la rue Ordener vers et jusqu'à la rue Championnet.;2;2;;"{""coordinates"": [[[2.3515608157201675, 48.89131600011575], [2.3524349992537235, 48.8930607545227], [2.3524352664205685, 48.89303927387635], [2.352435399998316, 48.89302853400265], [2.3527025516809372, 48.89381406226648], [2.3528037538990567, 48.89484573219753], [2.353061571719018, 48.89507268366825], [2.352943008026023, 48.894126846870705], [2.352647280146335, 48.89301893809582], [2.3517403820132152, 48.89128474961894], [2.3515608157201675, 48.89131600011575]]], ""type"": ""Polygon""}";48.89313157389784, 2.352455901831462
CP002464;;75009;11;1;STV-C 9ème;TRAVAUX_URGENCE;Affaissement sur chaussée;Rue Rochechouart;Entre la rue de Maubeuge et la rue Mayran (du  n°15 au 27);2023-02-20;2023-04-28;BARRAGE_TOTAL;Barrage depuis rue Maubeuge avec une mise en impasse de Mayran à Lamartine;2;2;;"{""coordinates"": [[[2.3450007998345415, 48.878263107191934], [2.3449921413625643, 48.87823450595563], [2.3447050277483803, 48.87739892233104], [2.3446291543601663, 48.87740802464273], [2.344867634180126, 48.878094624790265], [2.3448651569796906, 48.87814814950752], [2.3448268612523973, 48.8781812530695], [2.3450007998345415, 48.878263107191934]]], ""type"": ""Polygon""}";48.87783811483691, 2.3448145463408334
CP002495;821759;75010;11;2;ENEDIS;RACCORDEMENT_RESEAU;;rue La Fayette;des N°160 au N° 174;2023-06-01;2023-07-31;RESTREINTE;travaux par phases avec fermeture de nuit à certaines dates;2;2;;"{""coordinates"": [[[2.3576569197916757, 48.8794292316931], [2.3589208622136044, 48.879766755799785], [2.358932109937649, 48.87973231316874], [2.3576447331931836, 48.879393474511524], [2.3576569197916757, 48.8794292316931]]], ""type"": ""Polygon""}";48.87958433648559, 2.358303542508696
